Production_budget,Worldwide_gross
62000000,40159017
7000000,40190464
15000000,40283321
25000000,40286416
5000000,40311842
39000000,40319440
16000000,40363530
40000000,40435694
3500000,40454520
8000000,40468071
10000000,40485039
30000000,40520649
3500000,40527719
3500000,40622
65000000,40650842
18000000,40651864
25000000,40686409
10000000,40744960
10000000,40749230
50000000,40786480
25000000,40796145
15000000,40862054
7000000,40940662
28000000,40966716
200000000,400062763
10000,401
170000000,401021746
170000000,401779739
105000000,402156682
150000000,402231063
37000000,402280159
125000000,402448265
94000000,404561724
175000000,405760225
50000,406299
125000000,406348630
500000,407100
5000000,407488
6000000,408159
70702619,408250578
104000000,408803696
195000000,409953905
10000000,41004412
7000000,41038
50000000,41042583
26000000,41059418
25000000,41076865
2200000,41158757
18000000,41166033
42000000,41267469
5500000,41268579
40000000,41294674
20000000,41296320
18000000,41300105
8000000,41334735
20000000,41342180
58000000,41348628
18000000,41382841
6900000,41410568
30000000,41457834
45000000,41467606
50000000,41476097
33000000,41495213
11000000,41503089
25000000,41560117
65000000,41636243
50000000,41642166
100000,41656474
35000000,41666476
5000000,41699612
12000000,41744718
3500000,41752120
22000000,41771168
24000000,41798224
5000000,41824066
5000000,41833347
3800000,41914
25000000,41921590
12000000,41924774
42000000,41926605
20000000,41975388
50000000,41982227
25000000,410945720
190000000,411002906
35000000,411348924
7000000,411874
25000000,412800000
900000,413733
12000,413802
1500000,414404
8000000,414617
1125000,414736
57500000,415247258
120000000,416168316
80000000,416385488
115000000,416456852
225000000,417341288
90000000,417650237
155000000,418186950
1500000,418953
1600000,419428
6000000,42000000
50000000,42002029
35000000,42064105
18000000,42091262
1700000,42137871
13000000,42174545
13000000,42195766
10000000,42226657
21000000,42273609
6000000,42320503
8470000,42355526
8000000,42376425
1000000,42411721
25000000,42425450
13000000,42446455
6500000,42488161
17000000,42493506
450000,42503
30000000,42531076
600000,42557
50000000,42598498
11800000,42666442
300000,42735
10000000,42776032
30000000,42799060
5000000,42844516
6000000,42873730
5800000,421021
3000000,421404
400000,423
50000,424149
19000000,424208842
85000000,427230516
150000000,427300260
120000000,428028233
12000000,428214478
1000000,428535
135000,429448
8000000,43000000
5700000,43044087
16000000,43057552
55000000,43070915
45000000,43100570
15000000,43111725
12000000,43153588
35000000,43226146
17000000,43248374
18000000,43308707
45000000,43343247
12000000,43353117
18000000,43402515
30000000,43440721
7500000,43492389
8500000,43528634
25000000,43530281
65000000,43545364
32000000,43603990
27500000,43607627
21000000,43632609
20000000,43658157
6000000,43700000
21000000,43728560
1000000,43756
4000000,43766463
36000000,43797731
16500000,43848100
20000000,43888531
12000000,43924923
21000000,43928932
10000000,43948865
78000000,43957541
55000000,43980363
15000000,430821168
142000000,431942139
155000000,432150894
14000000,432645872
150000000,432743947
170000000,433058296
36000000,433375769
400000,433588
8000000,433732
80000000,434439140
98000000,435040395
420000,437002
6000000,437089
65000000,438421116
20000000,438707031
160000000,438899824
84000000,439341710
200000,439651
25000000,44005073
12500000,44083403
6900000,44103982
5000000,44115496
23000000,44195779
9000000,44196684
8000000,44197
12000000,44200000
18000000,44263413
29000000,44264271
27000000,44270131
27000000,44342956
5500000,44357515
30000000,44359512
15000000,44400000
10000000,44451470
400000,44452
3750000,44462
20000000,44513466
747000,44566
10000000,44567606
85000000,44650003
200000,44701
13000000,44726644
500000,44793168
5000000,44793222
3600000,44796329
20000000,44821299
25000000,44942821
40000000,44948240
19000000,44972183
11000000,44998252
5300000,440821
25000000,441286003
140000000,441767803
4000000,442550
850000,442638
70000000,443483213
20000000,444005853
130000000,444043396
8000000,446438
145000000,448191819
151500000,449239853
150000000,449326618
100000000,449841566
25000,45000000
30000000,45015999
26000000,45043870
23000000,45060480
27000000,45160110
20000000,45173738
22000000,45273464
16000000,45284974
50000000,45285890
17000000,45312217
19000000,45325009
29000000,45336404
12500000,45557491
35000000,45671512
17000000,45707924
10000000,45779
21000000,45785720
40000000,45916769
3500000,45960255
750000,450
450000,450349
85000000,450728529
60000000,454161935
110000000,456258539
140000000,456810575
8000000,456814
40000000,457507776
103000000,457683805
80000000,457697994
9900000,458054
8000000,458232
210000000,459260946
11000000,46060861
50000000,46112640
400000,46122713
40000000,46176322
15000000,46189568
20000000,46255763
5000000,46263525
20000000,46285504
47000000,46293855
35000000,46309644
12500000,46370970
43000000,46414530
30000000,46438538
7000000,46488
15000000,46526243
18000000,46594261
45000000,46598133
20000000,46604054
20000000,46627836
6000000,46634275
40000000,46666955
12000000,46730578
28000000,46752858
25000000,46777347
51000000,46815807
9000000,46843430
20000000,46844357
9000000,461581
70000000,461630558
800000,462206
7000000,463039
40000000,463730
102000000,465195589
65000000,465421959
35000000,465487583
2000000,466106
190000000,467381584
60000000,468084718
80000000,469500298
70000000,469566806
15000000,47011449
25000000,47017620
40000000,47083412
18000000,47158652
15000000,47175038
55000000,47213095
33000000,47267829
7000000,47289758
20000000,47300771
10000000,47305
750000,47329
60000000,47371191
52000000,47407635
8500000,47417251
3000000,47469
20000000,47508505
4000000,47552
7000000,47554973
20000000,47666013
16000000,47707417
20000000,47719647
15000000,47721314
18975000,47751015
8000000,47782426
40000000,47787943
60000000,47818913
56000000,47856383
20000000,47879572
20000000,47881663
35000000,47896721
30000000,47902566
4500000,47923795
12000000,470700000
93000000,470986200
1000000,473769
48000000,474171806
2800000,475000
32500000,475106177
1000000,475367
150000000,475825484
2000000,475846
20000000,476624
15000000,476684675
12000000,477693
1900000,478595
8000000,48000000
23000000,48043998
85000000,48056764
65000000,48164150
50000000,48169156
35000000,48169910
30000000,48330757
32500000,48425971
37000000,48446802
44000000,48478084
25000000,48530887
300000,48539
35000000,48543388
30000000,48559999
45000000,48563556
30000000,48575965
2800000,48577431
60000000,48585416
20000000,48680977
31000000,48791187
11900000,48856
20000000,48958353
21000000,48977233
150000000,483152040
3000000,483938
81000000,484468608
10800000,484873045
125000000,485004754
65000000,485035085
110000000,486124090
90000000,487519809
185000000,489346495
152000000,489592267
25000,489792
14000000,49022827
43000000,49037621
25000000,49042224
50000000,49105766
6000000,49155371
12700000,49196532
60000000,49238525
70000000,49252761
13000000,49369899
60000000,49473093
10000000,49486874
10000000,49503265
6800000,49526
45000000,49610898
42000000,49621440
120000000,49628177
38000000,49678401
40000000,49686263
70000000,49730854
13000000,49733545
11000000,49793054
4000000,49800000
20000000,49823037
50000000,49842431
40000000,49851591
19000000,49858465
15000000,49894223
7000000,49924079
200000000,490359051
150000000,490875846
50000000,491812794
7000000,492108
130000000,492846291
125000000,493214888
3400000,493905
165000000,494870992
88000000,495700000
165000000,496511521
2500000,497195
90000000,498438212
26000000,5000
22000000,5000000
3716946,5000000
2900000,5000000
210000,5000000
13000000,5002310
30000000,5015080
7000000,5017971
400000,5028948
20000000,5031975
800000,5034794
10000000,5045359
21000000,5046038
1500000,5046118
3000000,5073
19000000,5103675
7500000,5142858
10000000,5149131
13000000,5175088
1400000,5175745
27000000,5204007
15000000,5217498
100000,5228617
18000000,5235719
10000000,5241315
9600000,5256839
550000,5269990
1300000,5273000
9500000,5278632
5000000,5288136
12000000,5295909
25000000,5297411
20000000,5313608
8000000,5314194
20000000,5345869
1070000,5348767
2000000,5361
2627000,5363000
2700000,5377665
5000000,5378425
1000000,5382
1000000,5391992
2750000,5394447
1500000,5396
1600000,5400000
12000000,5400624
1250000,5403771
75000000,5409517
3300000,5422740
4500000,5428387
7000000,5430822
10000000,5437126
5000000,5438120
1000000,5438911
29200000,5466698
38000000,5473041
5000000,5476060
5000000,5476793
2200000,5482242
1000000,5494
5000000,5502773
9000000,5512151
25000000,5516708
750000,5520368
3200000,5526942
20000000,5531756
12000000,5549923
1400000,5552584
30000000,5575648
40000000,5578259
1900000,5617067
19200000,5617460
500000,5639730
25000000,5654777
8000000,5656388
18000000,5675599
9000000,5680796
28000000,5686694
2500000,5690220
2400000,5691854
5500000,5692941
20000000,5694213
7000000,5694308
8000000,5696391
8000000,5706168
3500000,5706638
3000000,5732587
19000000,5745503
3000000,5746453
25000000,5778353
14000000,5782198
1000000,5797192
9200000,5806666
16000000,5825314
18000000,5828466
4200000,5835247
3000000,5837111
1000000,5839322
1800000,5849791
150000,5858
13000000,5871603
1000000,5892466
20000000,5918742
3000000,5922292
3500000,5926177
2000000,5941994
11000000,5942218
10000000,5950002
15000000,5953886
19100000,5965646
4000000,5966671
50000000,5983043
33500000,50000000
15000000,50003303
50000000,50054511
15000000,50057660
50000000,50068310
40000000,50071069
10000000,50100000
16000000,50103808
30000000,50145607
36000000,50159144
73000000,50168294
53000000,50187789
3300000,50206
48000000,50315140
8500000,50334418
35000000,50363790
58000000,50365498
25000000,50401502
75000000,50409753
13000000,50445860
5500000,50458356
16000000,50517763
27500000,50578411
80000000,50632037
60000000,50648806
25000000,50692188
54000000,50719373
25000000,50738810
10000000,50752337
26000000,50800000
8000000,50811858
23000000,50813834
8300000,50827466
37500000,50879131
20000000,50948811
38000000,50970660
2400000,500296
28000000,504050219
2500000,507446
13000000,509193
6000000,509424
30000000,51041856
30000000,51078541
7000000,51204567
30000000,51327406
20000000,51445503
6000000,51485382
250000,51540
1000000,51587
30000000,51618420
10000000,51620593
22000000,51695362
25000000,51702929
19000000,51733921
25000000,51800758
40000000,51867723
10000000,51945949
4500000,51957
18000000,51973029
1500000,510957
90000000,511358276
75000000,511669509
100000000,515392660
65000000,516279
60000000,516567575
15500000,517262
22000000,517600000
130000000,518858449
21000000,52037603
15000000,52189039
12000000,52223306
8000000,52287414
10000000,52293000
6000000,52302978
30000000,52339566
25000000,52367022
1500000,52429
200000,52443
15000000,52460543
15000000,52461017
25000000,52543354
16000000,52545707
25000000,52568099
35000000,52649951
40000000,52837989
30000000,52880016
11000000,52929168
50000000,52987754
140000000,521170825
129000000,522189138
8000000,524747
10000,527
72500000,527071022
65000000,527093622
150000000,527268280
125000000,527965936
500000,528
15000000,528731
160000000,529076069
175000000,529290830
178000000,529530715
15000000,529766
30000000,53048539
8000000,53068955
52000000,53139168
37000000,53143144
23000000,53182088
20000000,53191101
500000,53201
31000000,53208180
35000000,53293628
30000000,53296424
1000000,53365925
4000000,53401938
13000000,53424681
35000000,53425292
10000000,53559
30000000,53572822
40000000,53624424
16000000,53774833
11000000,53797409
50000000,53850527
40000000,53864342
35000000,53899
55000000,53913573
20000000,53976987
16000000,53977250
8000000,531139
7000000,531222
190000000,531514650
5600000,531806
180000000,532508025
135000000,532938302
95000000,534551353
125000000,535663443
2000000,539961
29000000,54045832
30000000,54052249
10000000,54104225
25000000,54160818
53000000,54207112
6500000,54215416
70000000,54243125
16000000,54294169
13200000,54323210
75000000,54344321
26000000,54393687
20000000,54404202
68000000,54462971
33000000,54533774
80000000,54540662
72000000,54616869
1300000,54665
35000000,54768418
13000000,54837234
60000000,54994757
178000000,542537546
1000000,542909
14200000,543306
69000000,543464573
58000000,547326372
23000000,547969004
1000000,549185
120000000,549588516
2500000,549632
500000,55000
1500000,55000000
17000000,55041738
3000000,55193251
40000000,55247881
40000000,55249159
25000000,55279608
28000000,55307857
50000000,55348693
25000000,55443032
50000000,55489826
27000000,55495466
500000,55518641
15000000,55534455
20000000,55576699
25000000,55598481
31400000,55613061
7000000,55617866
15000000,55669466
20000000,55686944
40000000,55696705
22000000,55762229
45000000,55842724
37000000,55909910
15000000,55934178
20000000,55975672
207000000,550517357
2400000,552188
1000000,552614
60720000,554516671
140000000,554600000
185000000,554606532
130000000,554987477
7500000,555335
125000000,555840117
50000000,556016627
75000000,556559566
12000000,557545
115000000,559757719
29000000,56000339
25000000,56042592
1400000,56073
50000000,56077088
30000000,56096200
12000000,56131239
11000000,56178935
6500000,56215095
42000000,56331864
20000000,56398875
25000000,56434942
42000000,56438555
19000000,56445534
1100000,56491
25000000,56505065
16000000,56506120
7000000,56586901
50000000,56643267
5500000,56653
60000000,56709981
6000000,56797392
20000000,56822960
65000000,56824633
5000000,56868677
50000000,56890649
35000000,56968169
80000000,56984219
200000000,560155383
185000000,561072059
4000000,563711
110000000,563749323
2600000,564474
12000000,57000000
7000000,57051053
13000000,57189408
18000000,57193655
27000000,57229890
17000000,57263440
4000000,57273049
20000000,57293371
13000000,57300000
40000000,57438389
11500000,57469179
18000000,57490024
22000000,57520063
12000000,57577765
15000000,57586606
60000000,57604723
45000000,57697426
38000000,57753825
36000000,57824533
60000000,57833603
42000000,57852177
13700000,57892332
35000000,57897191
15000000,57907734
38600000,57987299
40000000,570998101
135000000,573068425
2300000,574838
10000000,575371
150000000,579278642
110000000,579446407
16500000,58011485
57500000,58085235
14000000,58090525
800000,58163
30000000,58228460
25000000,58240458
3000000,58240487
40000000,58250151
80000000,58270391
38000000,58394308
35000000,58405313
40000000,58501127
65000000,58545540
19000000,58571513
11000000,58586407
45000000,58617334
1500000,58692
70000000,58757178
23000000,58807172
6000000,58809149
32000000,58855626
40000000,58855732
1200000,58936
10000000,58939035
70000000,58953319
5000000,58978477
425000,581304
5000000,584499
186000000,585171547
150000000,585532684
260000000,585727091
80000000,586464305
90000000,587790539
8000000,589308
15000000,59168692
25000000,59183821
100000,59424
58000000,59431365
32000000,59450353
17700000,59505509
45000000,59551283
1000000,59567035
50000000,59596747
20000000,59667625
9500000,59675307
2300000,59696
550000,59754601
40000000,59795070
100000000,59918422
2500000,59922558
8000000,590817
230000000,591692078
2500000,593933
102000000,594420283
1200000,595018
4000000,596335
150000000,599680774
18000000,6000000
10000000,6000000
4000000,6000000
1288000,6002370
1600000,6026908
10000000,6030047
1000000,6030129
22000000,6047691
2000000,6049171
10000000,6089100
20000000,6093725
1200000,6100000
13500000,6118683
100000,6121582
26000000,6154172
5000000,6157157
6000000,6176114
916000,6188421
25000000,6192757
10000000,6197866
12000000,6200000
20000000,6201757
5000000,6205034
6000000,6216897
2000000,6225304
3000000,6226386
10000000,6244618
200000,6260
13000000,6276869
50000000,6291602
80000000,6300451
2000000,6328516
40000000,6341825
15000000,6379575
2500000,6401336
6500000,6423605
1500000,6424420
39000000,6429865
2850000,6435262
35000000,6448817
3500000,6451628
13000000,6459183
30000000,6460758
10000000,6491969
38000000,6504442
55000000,6521829
7000000,6537179
15000000,6551310
14000000,6552255
12000000,6553186
15000000,6563402
6500000,6568446
11000000,6586324
5000000,6590172
6000000,6591365
2686000,6600000
16000000,6615452
200000,6618578
50000000,6626115
8000000,6632950
10000000,6646669
5000000,6653715
5000000,6656705
32000000,6678033
140000,6706368
11000000,6712903
10000000,6719864
18000000,6734844
5000000,6755271
22000000,6756412
15000000,6775458
25000000,6792768
5800000,6800000
1800000,6800000
6750000,6812530
21000000,6830957
8400000,6831069
9600000,6842580
6000000,6852450
1000000,6870
3000000,6879730
20000000,6882696
17900000,6908640
2500000,6916951
4900000,6924321
20000000,6947084
3250000,6965361
12000000,6982680
10000000,6998359
12000000,60000000
9400000,60000000
55000000,60209334
18000000,60217171
68000000,60265197
18000000,60278166
70000000,60279822
50000000,60282876
35000000,60376247
13000000,60413950
42000000,60437727
30000000,60512680
27000000,60527873
5000000,60611845
77600000,60680125
25000000,60694737
30000000,60772856
28000000,60780981
20000000,60831067
40000000,60862471
17500000,60865364
500000,602789
217000000,602893340
66000,602920
21000000,606162
132000000,606836535
52000000,608078943
1300000,609042
70000000,61031932
5000000,61149753
6500000,61294644
26000000,61308153
15000000,61400000
30000000,61449135
45000000,61475984
32000000,61477797
35000000,61492104
10000000,61603136
30000000,61623819
125000000,61642798
125000000,61698899
35000000,61721826
15000000,61788393
15000000,61847
5500000,61865947
38000000,61894591
7800000,61925449
30000000,61950770
825000,610776
10000000,611032
127000000,614228432
145000000,614586270
3500000,615816
375000,617172
75000000,618638999
120000000,619310368
33000000,62020814
43000000,62063972
11000000,62076141
57000000,62097495
28000000,62108587
72000000,62176754
50000000,62209892
40000000,62226214
250000,62375
15000000,62401343
30000000,62432423
13000000,62452927
12000000,62500000
800000,62544
4000000,62546695
10000000,62556228
34000000,62582520
60000000,62599159
8000000,62599495
5300000,62633705
18000000,62646763
20000000,62758010
65000000,62761005
34800000,62831715
50000000,62967368
24000000,62989834
170000000,621156389
12000000,622273
25000000,622313635
17000000,623088
130000000,623144660
14000000,623292
38000000,623374
150000000,624234272
8800000,624747
150000000,626549695
1000000,627287
18000000,627422
1000000,63014
43000000,63078756
12000000,63118386
28000000,63129909
4000000,63180
64000000,63200000
35000000,63211088
15700000,63288854
10000000,63320521
10000000,63354114
90000000,63356133
55000000,63408614
10000000,63465522
26000000,63489752
55000000,63537164
2000000,63555
53000000,63657941
15000000,63706632
1150000,63777092
42000000,63781100
34000000,63802928
15000000,63954968
125000000,630163454
10000000,630427
35000000,630779
92000000,631441092
130000000,631910531
75000000,634454789
1750000,634803
1300000,635305
150000000,636627423
2000000,636706
6500000,64148
30000000,64170447
35000000,64188387
5000000,64200321
22000000,64220196
15000000,64232714
15000000,64252038
24000000,64282881
30000000,64352607
4000000,64359
1000000,64364198
28000000,64474705
50000000,64477051
25000000,64594061
25000000,64605762
9000000,64686515
16000000,64733391
150000000,644602516
5000000,648183
30000000,648599
160000000,648986787
35000000,65063726
35000000,65084116
19000000,65090541
30000000,65121280
15000000,65167430
1500000,65245512
40000000,65282732
35000000,65303052
30000000,65343694
30000000,65390493
70000000,65409046
20000000,65457811
10000000,65520633
45000000,65532491
12000000,65532576
45000000,65595141
95000000,65700000
26000000,65705772
90000000,65716126
40000000,65754228
4000000,65813793
18000000,65842412
30000000,65859911
36000000,65967750
75000000,651899282
165000000,652127828
200000000,652220086
215000000,654213485
140000000,654310819
108000000,655271443
400000,655538
300000000,655945209
115000000,656695615
20000000,66143005
35000000,66295121
54000000,66520529
25000000,66540205
80000000,66554547
60000000,66655938
30000000,66742138
20000000,66776576
42000000,66787173
45000000,66790248
85000000,66941559
20000000,66950887
50000000,66961644
1700000,661221
165000000,664597759
150000000,664837547
225000000,667999518
24000000,669276
37000000,67029956
55000000,67130045
15000000,67182787
20000000,67192859
15000000,67215435
30000000,67255916
60000000,67312826
24000000,67348218
5000000,67505
26000000,67647574
250000,67665
18000000,67683989
45000000,67789151
13000000,67867998
20000000,67950723
8000000,67984118
40000000,672806292
1800000,673
8000000,674032
165000000,676404566
18000000,676698
80000000,677923379
4000000,679482
55000000,679838260
31000000,68079671
35000000,68170792
10000000,68220952
10000000,68264973
21000000,68271146
63000000,68310140
60000000,68336997
20000000,68349884
3000000,68452128
19000000,68467960
10000000,68541786
26000000,68613992
8500000,68695443
35000000,68712365
10000000,68722848
16000000,68848446
30000000,68984536
500000,680914
10000,683509
8000000,685780
50000000,687557727
150000000,688858992
50000000,688934822
127500000,689420051
110000000,689742192
80000000,69131860
70000000,69157016
50000000,69411370
50000000,69425966
39000000,69538833
100000000,69548641
5700000,69582
80000000,69618634
65000000,69688384
22000000,69698495
20500000,69701637
11000000,69752402
55000000,69759296
70000000,69792704
40000000,69817991
12800000,69821476
12500000,69826708
76000000,69845011
15000000,69847348
20000000,69911903
15000000,69995385
3200000,690872
2000000,691880
145000000,694713230
40000000,7000000
15300000,7000000
12500000,7000000
1500000,7000000
1200000,7000000
30000000,7005468
5600000,7009668
4500000,7011317
100000,7014590
7000000,7017859
23000000,7018525
1200000,7020059
20000000,7022183
20000000,7023292
200000,7033
2600000,7033931
10000000,7037886
100000000,7094995
5000000,7100000
54000000,7126002
18000000,7129670
175000,7137502
25000000,7164995
16000000,7171320
4900000,7174984
18000000,7190505
150000,7193
12000000,7203439
31000000,7220490
13300000,7229933
2540000,7235585
3000000,7241309
5200000,7260661
17000000,7265283
3000000,7282851
8000000,7298786
3000000,7301115
16800000,7313697
2000000,7369373
4500000,7389233
900000,7396
20000000,7405084
3000000,7445044
17500000,7454184
2000000,7482387
240000,7484
4500000,7510877
4000000,7555256
5000000,7556
8500000,7573551
19000000,7576604
10000000,7582196
15000000,7583050
16000000,7585011
2000000,7600000
3250000,7680
18000000,7680250
41000000,7684524
9000000,7704357
750000,7712436
18000000,7719630
40000000,7729552
30000000,7755686
2000000,7756617
3000000,7777790
1900000,7785229
2000000,7799257
2000000,7800000
1000000,7800000
300000,7808524
6000000,7818479
7000000,7824358
1200000,7826
10000000,7843145
10000000,7862131
13000000,7881335
15000000,7885048
3000000,7888000
500000,7890
12000000,7900000
600000,7943
6900000,7950889
5000000,7951247
40000000,7974607
325000,70000000
14000000,70001698
24000000,70027933
35000000,70064800
19000000,70164105
1800000,70165900
35000000,70187088
30000000,70200000
45000000,70216497
25000000,70326393
17000000,70355813
10000000,70527
22000000,70536870
70000000,70546865
32000000,70587268
30000000,70689968
55000000,70692101
6500000,70712099
20000000,70743839
40000000,70836296
60000000,70893782
14600000,70906973
48000000,70937778
22000000,70949793
33000000,70958
8000000,700261
35000000,701720047
1000000,703
1000000,703020
68000000,706102828
151000000,708272592
200000000,708996336
42000000,71000000
49000000,71004627
25000000,71009334
50000000,71052604
60000000,71073932
35000000,71118378
48000000,71171825
30000000,71172251
55000000,71189835
20000000,71232214
2600000,71248
25000000,71390601
28000000,71430876
80000000,71485043
75000000,71523271
3100000,71558971
25000000,71594792
7000,71644
60000000,71719931
40000000,71743823
45000000,71856239
72500000,71880305
10500000,71923560
170000000,710644566
4500000,713413
170000000,714401889
7000000,719699
110000000,72004159
17000000,72071636
300000,72103
2500000,72260
2000000,72277
40000000,72295262
45000000,72359917
20000000,72427301
65000000,72516819
2000000,72544
14000000,72571864
49000000,72689126
75000000,72785169
17000000,72835710
11000000,72989781
180000000,720539572
10000000,721108
10000000,723388
1250000,726460
35000000,73026302
13000000,73180297
48000000,73181742
20000000,73206343
42000000,73239258
15000000,73259017
28000000,73421224
75000000,73521587
70000000,73591500
18000000,73695194
45000000,73706
13000000,73798736
27000000,73826768
40000000,73866088
15000000,73887546
38000000,73956241
20000000,73964713
3000000,73986904
175000000,731463377
5700000,731613
4600000,731767
40000000,734423
5400000,735324
150000000,738576929
85000000,74120792
40000000,74156610
20000000,74180745
21500000,74290305
12000000,74433837
5600000,74566042
65000000,74575290
5000000,74639
12000000,74727492
20000000,74781999
30000000,74787599
55000000,74870866
55000000,74966854
1900000,740932
250000,743216
200000000,743588329
175000000,746846894
145000000,746921271
200000000,747862775
1300000,749741
4000000,75078
35000000,75281179
40000000,75389090
100000000,75479631
40000000,75505856
14000000,75525718
68000000,75685268
26000000,75763814
45000000,75854588
35000000,75885196
33000000,75898100
60000000,75965567
52000000,75997067
20000000,754301
165000000,756244673
200000000,757677748
220000000,757890267
180000000,758536735
2000000,759504
50000000,76073556
19000000,76086711
880000,76090613
30000000,76187790
8000000,76200721
11000000,76238901
25000000,76270454
42500000,76347393
15000000,76382
138000000,76416746
110000000,76482461
2000000,76654
8000000,76657000
45000000,76665507
45000000,76904429
15000000,76954311
200000000,760574453
4000000,760678
125000000,766575131
125000000,767820459
28000000,77024944
12000000,77063461
40000000,77109957
500000,77121
18000000,77147031
25000000,77208711
35000000,77220596
68000000,77224232
22000000,77229695
35000000,77392139
28000000,77477297
15000000,77514401
55000000,77548122
48000000,77562568
32000000,77593167
115000000,77628265
18000000,77635035
75000000,77636443
8500000,77733867
23000000,77735925
10000000,77959374
170000000,771137007
3000000,772366
6000000,773490
11000000,775398007
6400000,78019031
60000000,78080697
16000000,78099156
950000,78122
16000000,78208812
40000000,78269970
85000000,78353508
11000000,78356170
60000000,78481410
20000000,78613981
29000000,78652207
25000000,78656813
20000000,78769428
2000000,78900000
10000000,78944998
3000000,78948
85000000,78948765
25000000,780326
1800000,783733
58000000,785025593
35000000,786532
185000000,786635413
5250000,786677
110000000,786680557
178000000,787176729
5500000,788191
230000000,788241137
160000000,789300444
130000000,79076678
20000000,79114085
40000000,79123
4000000,79250193
5000000,79282312
55000000,79312301
6400000,79384539
45000000,79604820
12000000,79817937
32000000,79915361
33000000,79958599
21600000,791154
10500000,792965326
130000000,794020264
200000000,794697557
125000000,796579674
4000000,797439
175000000,799976015
20000000,8000000
5000000,8000000
3768785,8000000
3500000,8000000
3200000,8000000
730000,8000000
200000,8000000
134000,8000000
4500000,8000366
50000000,8004221
1800000,8006717
4700000,8025872
13000000,8064972
4200000,8078683
18200000,8108673
16000000,8120148
19000000,8123860
16500000,8126380
13000000,8130727
5400000,8133256
20000000,8135024
989000,8158
28000000,8165213
6000000,8173486
4000000,8200000
2700000,8200000
15000000,8200127
25000000,8208594
16000000,8217571
20000000,8221700
15000000,8224998
27000,8231
10000000,8243567
10000000,8259753
950000,8267066
8000000,8279017
20000000,8284331
24000000,8292914
5000000,8297
20000000,8300821
4000000,8302995
20000000,8359720
7000000,8373585
50000,8374
50000000,8374062
10000000,8378853
16000000,8400000
33000000,8408835
24000000,8427204
28000000,8434601
6000000,8446952
560000,8462
10000000,8465845
45000000,8488871
42000000,8514325
7500000,8539003
70000,8555
5500000,8589831
30000000,8593154
28000000,8594558
3750000,8607693
17000000,8607815
17000000,8609949
15600000,8626264
10000000,8629895
5000000,8655397
15000000,8667209
2000000,8685632
12000000,8706701
1200000,8708
27000000,8723600
15000000,8735529
2380000,8739576
5500000,8761608
15000000,8767338
30000000,8786287
75000,8799
1800000,8800000
10000000,8801940
7000000,8824553
30000000,8845575
20000000,8846875
8000000,8864699
10000000,8890094
28000000,8891623
6400000,8902141
12500000,8912003
15000000,8921050
12000000,8942516
20000000,8967531
250000,8969065
8200000,80003527
43000000,80013623
30000000,80147166
23000000,80171596
39000000,80200000
18000000,80227619
30000000,80276156
50000000,80369970
58000000,80480566
22000000,80491516
9000000,80500000
50000000,80583311
27000000,80681183
1660000,80745
60000000,80767884
24000000,80812424
85000000,80831893
4000000,800000
160000000,807330936
60000000,81079566
39000000,81150788
61000000,81152505
2000000,81197047
4500000,81198894
11000000,81204830
35000000,81209222
25000000,81249176
10000000,81263489
26000000,81275291
1200000,81338
15000000,81357930
1100000,81371
20000000,81424988
21000000,81452811
20000000,81461343
30000000,81529000
3500000,81600000
30000000,81613606
16000000,81742618
9000000,81831866
11900000,81897
12300000,81972846
180000000,814037575
950000,814666
750000,814801
75000000,817400878
8000000,82000000
28000000,82119036
100000000,82145379
30000000,82148538
60000000,82150183
25000000,82150642
35000000,82182803
4800000,82241110
32000000,82332450
32000000,82339483
30000000,82409520
11000000,82438670
12000000,82497035
45000000,82513490
30000,82698
50000000,82751189
3000000,82780
60000000,82812456
25000000,82917283
14000000,82925064
8000000,82955633
150000000,821133378
139000000,821706375
6600000,828
136200000,829724737
9000000,83051676
85000000,83080084
11000000,83088295
35000000,83109359
35000000,83226569
30000000,83282296
50000000,83306268
2280000,83320000
5000000,83356
3500000,83453539
5500000,83529758
24000000,83531958
10000000,83593107
24000000,83660160
16500000,83792062
42000000,83833602
270000,830700
160000000,832551961
3000000,834953
210000000,836519699
10000000,836641
1000000,839145
60000000,84154026
2289247,84300000
30000000,84393749
35000000,84606030
30000000,84646831
350000,84689
12000000,84970337
7000,841926
1800000,842693
1000000,844377
115000000,848998877
137000000,85131830
20000000,85146165
99000000,85210012
11000000,85278712
100000000,85287417
10000000,85300000
36000000,85309093
600000,85343
12000000,85369830
13500000,85434516
12000000,85450484
9000000,85527
24000000,85527867
20000000,85583945
75000000,85632458
7000000,85773649
35000000,85911226
31500000,85915846
5000000,851690
1000000,852206
1000000,852399
116000000,853628605
180000000,853958289
175000000,855210203
90000000,859701857
5700000,86051320
50000000,86234503
2800000,86300000
25500000,86301599
48000000,86607223
35000000,86648359
24000000,86737464
40000000,86778557
80000000,86787530
69000000,86796502
72500000,86802457
40000000,86808205
20000000,86858578
23000000,86930411
5000000,861325
5500000,863895
130000000,864868047
850000,865708
1600000,868081
200000000,869113101
18000000,87000000
16000000,87041569
58000000,87100000
60000000,87123569
40000000,87145086
14000000,87166699
68000000,87173475
9400000,87226613
300000,87264
4000000,87400000
90000000,87420776
55000000,87473024
59000000,87527651
109000000,87683966
3000000,87727807
35000000,87775050
