Production_budget,Worldwide_gross
3000000,2255000
8000000,2256606
12500000,2272186
8000000,2275557
2000000,2279959
439000,2281000
16800000,2281089
20000000,2282710
1500000,2300000
650000,2301777
2000000,2303792
17000000,2315000
1000000,2315026
12000000,2326407
50000,2335352
10000000,2341218
2000000,2350641
11000000,2352511
5000000,2368937
10000000,2373937
1500000,2380606
13000000,2394619
18000000,2401413
4500000,2404639
27000000,2412123
2000000,2419669
200000,2430735
2000000,2436
8000000,2455027
14000000,2461628
2000000,2469510
8000000,2476491
250000,2477155
4500000,2481925
18000000,2483790
1250000,2500000
325000,2500000
3000000,2503392
1700000,2507159
20000000,2507181
1200000,2509344
6000000,2522928
300000,2525984
10000000,2529395
4030000,2542264
9000000,2548378
1500000,2592308
1600000,2595644
8300000,2598224
175000,2602
3500000,2611750
13000000,2613717
1455000,2620000
1600000,2627795
1100000,2636
300000,2652515
4000000,2665322
7000000,2667084
10000000,2678525
1000000,2684207
17000000,2694071
230000,2703762
7000000,2703821
450000,2712293
23000000,2715657
30000000,2717302
1000000,2721096
8000000,2721534
1500000,2730877
1300000,2736371
1100000,2751844
100000,2769782
8000000,2772511
237000000,2788701337
2000000,2791973
4000000,2793776
11000000,2794056
400000,2797199
400000000,2797800564
16000000,2814566
5000000,2821010
3200000,2834485
20700000,2840417
4000000,2842176
11000000,2844379
7000000,2852759
1200000,2859955
10800000,2862544
1200000,2864984
25000,2883661
1700000,2891228
13000000,2898225
32000000,2899970
800000,2900578
4000000,2922988
26000000,2923959
430000,2938000
1250000,2940411
36000000,2954405
3700000,2956000
3000000,2962051
12000000,2975188
600000,20000000
8000000,20005613
22000000,20034713
9000000,20035310
8000000,20036244
25000000,20052958
100000,20056
20000000,20081987
5250000,20097
70000000,20107933
12000000,20122558
3000000,20123742
45000000,20133326
29000000,20146150
17500000,20159316
11000000,20169934
5250000,20188740
6250000,20199663
7000000,20257000
20000000,20268825
40000000,20278055
8500000,20288774
10000000,20384136
11000000,20388920
9000000,20395040
6000000,20400000
1500000,20412216
6500000,20412841
49000000,20423389
3400000,20433227
90000000,20466016
17000000,20477425
4000000,20514067
14000000,20537741
60000000,20541668
14000000,20597806
15000000,20601987
3250000,20605209
35000000,20606053
20000000,20614661
250000,20628
5000000,20659423
15000000,20666669
15000000,20688141
6000000,20695413
47500000,20718104
25000000,20718223
40000000,20722450
16000000,20723581
2000000,20741000
10000000,20766000
16000000,20769209
5000000,20779318
15000000,20785973
40000000,20790486
20000000,20819601
80000000,20841123
42000000,20844907
2000000,20883834
15000000,20898221
9100000,20927794
7000000,20940428
12500000,20959585
24000000,200096428
800000,200433
10000000,200447
30000000,200500000
60000000,200700000
90000000,200859554
26000000,201324422
7000000,201463574
82000000,201715591
26000000,202000000
13500000,202000000
50000000,202173000
28000000,202182981
70000000,202726605
42000000,202812429
75000000,202822861
90000000,202910991
140000000,203018919
47000000,203127894
250000,203134
25000000,203605427
10700000,203628947
90000000,203653524
90000000,203932174
80000000,204774690
85000000,205190324
2000000,205298
38000000,205298907
34000000,205312666
40000000,205400000
150000000,205440387
52000000,205727307
35000000,205822688
7500000,206400
78000000,206455420
38000000,206458372
60000000,206598789
170000000,206627518
5000000,207039844
70000000,207068340
70000000,207154748
62000000,207500000
17000000,207765056
50000000,208094550
9000000,208163
20000000,208265198
48000000,208300000
110000000,208370892
85000000,208542162
20000000,208900376
72000000,209045244
42000000,209065465
100000000,209461378
2000000,21000
12500000,21000000
25000000,21038441
3000000,21040879
2000000,21087760
12000000,21089146
10000000,21094974
17300000,21132855
6000000,21140713
250000,21147
40000000,21156715
3000000,21163999
17000000,21170563
11000000,21171695
6000000,21197454
4000000,21206861
1000000,21210
1987650,21270290
5000000,21277770
5000000,21340234
30000000,21360215
18000000,21361109
27000000,21392049
16500000,21404122
14000000,21410546
20000000,21413105
1100000,21445820
27000000,21500000
11000000,21502976
45000000,21544732
30000000,21577076
10000000,21596074
33000000,21621188
16000000,21657770
30000000,21709539
1250000,21722776
4000000,21750000
30000000,21758371
65000000,21774432
6000000,21787233
16000000,21799652
9400000,21817298
30000000,21827296
10000000,21851362
12000000,21867665
15000000,21896367
2200000,21930418
8000000,21970000
25000000,21970831
9000000,21971021
3800000,21976
31000000,210300000
80000000,210315681
1300000,210904
75000000,211562435
66000000,211700000
65000000,211739043
125000000,211856088
100000000,212026975
55000000,212200000
1500000,212209
102500000,212282709
30000000,212400000
35000000,212417601
30000000,212453431
8000000,212911910
135000000,212912137
100000000,212956024
200000,212989
56200000,213116401
25000000,213120004
1000000,213137
5000000,213164
45000000,213420951
70000000,213463976
75000000,213500000
15000000,213514672
50000000,213591522
80000000,213682073
15000000,214182
60000000,214357371
55000000,214392904
50000000,214949716
80000000,214974953
130000000,215080810
180000000,215098356
110000000,215300000
19000000,215448997
1000000,215559
40000000,215862692
50000000,216564840
15000000,216600000
50000000,217194805
68000000,217214143
60000000,217370736
52000000,217569328
60000000,217670152
160000000,217986320
35000000,218535708
60000000,218613188
75000000,218673959
110000000,218853353
27500000,219265952
75000000,219519367
200000000,219535492
24000000,22000000
245000,22000000
15000000,22018988
40000000,22024849
25000000,22032635
50000000,22099706
41000000,22108977
5000000,22113075
3000000,22115529
20000000,22119269
5500000,22125102
20000000,22139590
15000000,22165608
6000000,22168359
10000000,22198996
23000000,22204890
1500000,22217183
65000,22233808
46500000,22254
6840000,22273
20000000,22281732
21500000,22331846
40000000,22365133
6000000,22367263
4000000,22373378
13000000,22391450
25000000,22411948
1000000,22434
55000000,22438144
15000000,22441
40000000,22505932
8000000,22549338
8000000,22591451
16000000,22594052
55000000,22597969
450000,22623
12000000,22673340
12000000,22679978
15000000,22723
44000000,22730924
8900000,22744132
12000000,22750356
14000000,22754472
6200000,22760645
14000000,22815460
2000000,22836
53000000,22852487
28000000,22860477
22000000,22861785
1750000,22879194
8500000,22885836
5250000,22895151
25000000,22910563
35000000,22913677
12000000,22921898
5000000,22958
12000000,22978953
12000000,220175
70000000,220241723
55000000,220648184
100000000,220796009
3500000,221096
6000000,221148959
175000000,221229335
65000000,221297061
32000000,221464732
80000000,221468935
75000000,221594911
50000000,222383055
3600000,222540
82500000,222640812
95000000,223050874
50000000,223564608
3000000,223652
6700000,223878
80000000,224117573
97600000,224451702
85000000,224614744
40000000,224922135
1000000,225000000
10000000,225925989
50000000,225990976
80000000,226739416
25000000,226941585
44500000,227140757
120000000,227163273
1000000,227241
15000000,227740463
42000000,227793915
34000000,228104185
175000000,228190365
27000000,228517113
30000000,228641283
144000000,229008658
110000000,229155503
750000,229250
18000000,229311
20000000,229375361
120000000,229545589
11000000,229653
43000000,229727774
13000000,23014027
5000000,23047939
12000000,23059379
2500000,23085599
22000000,23134075
150000,23151277
6000000,23169837
1200000,23182223
20000000,23187506
25000000,23190292
2000000,23236296
50000000,23237252
3000000,23251930
1800000,23265132
2100000,23266821
1700000,23271741
8500000,23311293
26000000,23345113
4900000,23347461
30000000,23353111
36000000,23360779
12500000,23367586
18000000,23380203
7000000,23393939
4500000,23471871
12000000,23477345
25000000,23506237
5000000,23551286
50000000,23574057
10000000,23591043
2800000,23591783
2100000,23600000
600000,23616
20000000,23661038
30000000,23676771
3800000,23689877
12000000,23693646
46500000,23726626
17000000,23734486
5000000,23745772
658000,23800000
18000000,23889158
250000,23894000
18000000,23910210
92000000,23911362
30000000,23998226
500000,230362
7000000,231450102
35000000,231710008
25000000,231771716
30000000,231928227
112000000,232017848
65000000,232585748
103300000,232643008
65000000,233700000
79000,234286
100000000,234400000
12000000,234723148
25000000,234981342
90000000,235900000
76000000,236410607
21000000,236412453
33000000,236500000
50000000,236799211
200000,236806
100000000,236827677
1500000,236863
80000000,237370350
82500000,237685089
24000000,237814327
250000,237816
50000000,238059569
30000000,238099711
150000000,238202668
125000000,238317814
97000000,238521247
60000000,238524556
90000000,239373970
16400000,239500000
14000000,239606210
70000000,239814025
4700000,239962
13000000,24001573
7800000,24021282
11900000,24041617
1100000,24062965
6500000,24103594
60000000,24148488
11000000,24150550
32500000,24159934
40000000,24172899
25000000,24215385
25000000,24355762
15000000,24403192
35000000,24405825
2000000,24407647
21500000,24419219
800000,24426169
8000000,24474312
24000000,24474463
23000000,24489150
2000000,24492698
38000000,24515990
38000000,24555177
3400000,24564100
25000000,24591031
3000000,24600000
2000000,24600832
10000000,24660323
35000000,24687524
29000000,24716190
17000000,24719879
12000000,24761360
8300000,24906717
18000000,24911670
6000000,24949812
5500000,24956
15000000,240025
1500000,240396
6000,240495
65000000,240647629
125000000,240759682
80000000,241200000
50000000,241504989
10000000,241719
3000000,242623
8000000,242788
4500000,242895809
120000000,242981799
45000000,243180937
100000000,243388614
30000,243768
90000000,244041804
40000000,244088654
10000000,244465
137000000,245031679
35000000,245300000
135000000,245328374
135000000,245724600
41000000,245768384
80000000,245800000
30000000,246100000
200000000,246356895
16000000,246400000
20000000,246999039
80000000,247023808
16000000,247474497
10000000,247565
1100000,247740
60000000,247812011
73243106,248099143
10000000,248133
48000000,248218486
45000000,248282570
600000,248300000
100000000,249488115
90000000,249517956
7000000,25000000
200000,25000000
14000000,25011000
2883848,25019542
5000000,25032000
22000000,25044057
63000000,25052000
6000000,25059640
35000000,25078937
35000000,25114901
11000000,25116103
14000000,25187026
30000000,25199891
6000000,25245925
40000000,25268680
7000000,25269040
11000000,25307405
4500000,25344490
35000000,25350747
67000000,25357771
10000000,25358996
20000000,25361206
37000000,25387091
7300000,25397187
50000000,25426861
4000000,25448707
14500000,25480031
1800000,25504513
5000000,25529498
7000000,25532388
2500000,25533818
40000,25572
14000000,25608779
8000000,25621449
8300000,25670174
10000000,25697647
18000000,25727044
25000000,25732334
20000000,25732986
425000,25733825
22000000,25842377
70000000,25852508
5000000,25861249
22000000,25873142
14000000,25873145
1800000,25884654
29000000,25899797
5000000,25913869
48000000,25928721
2900000,25935
18000000,25941437
20000000,25943792
30000000,25947983
99000000,250091610
80000000,250180384
185000000,250372367
85000000,250649836
70000000,250700000
65000000,250800000
130000000,251499665
60000000,252091016
35000000,252276928
3000000,252726
5000000,252778057
110000000,252994560
60000000,253555383
500000,254293
11800000,254737428
1200000,255000
65000000,255000000
10000000,255490178
20000000,256169079
180000000,256585882
6500000,256862920
71682975,257641634
50000000,257805243
40000000,257858943
50000000,257972745
31000000,258210860
117000000,258751370
55000000,258787216
185000000,259349919
90000000,259736090
12000000,26001741
6000000,26007
5000000,26020744
40000000,26033563
6000000,26051619
18900000,26063572
50000000,26097497
50000000,26121638
20000000,26146072
15000000,26170402
30000000,26184400
50000000,26199517
10000000,26293486
20000000,26308749
8000000,26317849
30000000,26323969
20000000,26348203
50000000,26387039
18000000,26400000
5000000,26517819
7000000,26533200
29000000,26554795
13000000,26570048
140000,26572439
1200000,26608
35000000,26613620
65000000,26670920
60000000,26673242
80000000,26703184
30000000,26708196
10000000,26716191
12500000,26735797
40000000,26736665
20000000,26792700
39000000,26796824
1000000,26822
18000000,26828365
5000000,26853810
1000000,26887177
17000000,26918576
52000000,26922492
18000000,26936265
27500000,26939925
2800000,26952508
225000000,260002115
80000000,260700012
3500000,261249383
10600000,261364
65000000,261400000
18000000,261443242
65000000,262758310
100000000,262794441
30000000,263502914
2900000,263591415
110000000,263880341
50000000,263894551
95000000,263898761
60000000,264118201
175000000,264246220
137500000,265573859
61000000,265878536
80000000,266685242
80000000,266824291
14000000,266967
6000000,267194
70000000,267200000
37000000,267816276
4000000,267972
100000000,267985456
858000,268000000
82000000,268268174
140000000,268314513
7000000,268500000
105000000,269065678
145000000,269806430
40000000,27000381
1200000,27025600
40000000,27053815
13000000,27066941
4500000,27092880
50000000,27100030
35000000,27107960
18000000,27147349
30000000,27147991
18000000,27148898
13000000,27151490
27500000,27187653
22000000,27238354
27000000,27257061
10000000,27317872
5000000,27342246
32000000,27392609
45000000,27447471
14000000,27450453
15000000,27469621
18000000,27491653
40000000,27506412
1100000,27561
25000000,27572844
38000000,27573078
33000000,27610873
40000000,27682712
20000000,27688744
3500000,27704111
15000000,27709625
12000000,27722446
3500000,27731527
24000000,27732366
4000000,27786849
3000000,27788649
18000000,27794339
35000000,27805632
20000000,27836366
22000000,27882226
20000000,27911453
3500000,27936778
6000000,27958191
13000000,27979399
42000000,270340892
18000000,270944428
105000000,270997378
500000,271736
75000000,272223430
19000000,273079182
130000000,273271982
94000000,273330185
65000000,273346281
90000000,273477501
50000000,273552592
55000000,273814019
14000000,274299
78000000,274392649
11000000,274392880
25000000,274543085
20000000,275726716
85000000,276014965
84000000,276294164
20000000,276665036
170000000,276928112
19000000,277200000
40000,277233
20000000,277943
100000000,278731369
5000000,278964806
26000000,279500000
25000000,28012862
20000000,28058652
7000000,28142379
45000000,28162971
650000,28176
5000000,28200000
55000000,28231444
20000000,28270399
25000000,28287489
59000000,28296983
8000000,28315272
1900000,28316211
3900000,28350000
1350000,28356188
6500000,28383441
35000000,28391473
25000000,28417060
29000000,28452945
5500000,28468
30000000,28542494
40000000,28544120
25100000,28575778
10000000,28649556
26000000,28703083
10000000,28717667
35000000,28720470
16000000,28734552
20000000,28762690
9000000,28773637
27000000,28773827
40000000,28804426
2000000,28864
24000000,28871190
8000000,28876702
35000000,28906817
12000000,28915761
50000000,28920188
13000000,28972187
30000000,28986358
125000000,280355920
500000,280967
4500000,281447
25000000,281527158
55000000,282300000
5000000,282687
263700000,282778100
30000000,283200000
40000000,283218368
250000,284174
140000000,285400000
1900000,285593
120000000,286192091
8200000,286214286
30000000,286500000
135000000,286896578
100000,287000
150000000,287594577
29000000,287625468
120000000,287916633
90000000,288693989
1300000,288751
1000000,288757
120000000,289480691
32500000,289632023
90000000,289660619
950000,289789
111000000,289838913
1100000,29005064
13500000,29027914
16000000,29090445
15000000,29145924
5300000,29197694
32000000,29199399
8500000,29200000
30000000,29203383
25000000,29206732
20000000,29227561
3500000,29233
10000000,29317886
40000000,29325209
45000000,29367143
2300000,29384
19500000,29393634
375000,29400000
45000000,29406132
10000000,29500000
38000000,29544532
25000000,29548291
12000000,29549145
60000000,29575033
16000000,29634769
7500000,29652736
168000,29678
80000000,29725663
15495600,29729450
47000000,29781453
24000000,29823162
11400000,29830239
25000000,29847480
25000000,29863840
20000000,29870801
35000000,29882645
35000000,29890402
18000000,29934477
8000000,29937909
32000000,29939591
20000000,29958228
130000000,290650494
60000000,290701374
10000000,290875
155000000,290930148
150000000,292817841
71500000,294156605
95000000,294680778
110000000,295075882
30000000,295212467
7200000,295492
3000000,295493
10000000,295750
57500000,295874190
110000000,295986876
63000000,296338663
75000000,296872367
70000000,297115976
105000000,298815224
46000000,298923419
80000000,299461782
85000000,299477886
10000000,3000000
500000,3000000
100000,3000000
6500000,3027956
1800000,3050934
20000000,3052004
13000000,3058380
4750000,3061763
3000000,3076820
120000,3090593
4600000,3099369
87000,3100000
2900000,3127472
7900000,3129471
9000000,3134509
6500000,3149
500000,3177636
8500000,3180252
10000000,3185717
609000,3202000
11000000,3231251
250000,3234
3000000,3237452
1200000,3249041
30000000,3252550
850000,3256
7500000,3257922
10000000,3260179
13000000,3260555
1600000,3264
150000,3270128
8000000,3270974
6000000,3273588
10000000,3275585
5600000,3281898
2600000,3292333
3500000,3293258
600000,3301
2600000,3305831
10000000,3311924
1000000,3324070
8900000,3324131
2100000,3330
6000000,3330012
10000000,3336053
7500000,3347647
12500000,3350943
3700000,3355048
10000000,3357324
15000000,3386153
3500000,3392912
15000000,3393606
80000000,3430494
15000000,3436763
9000000,3438735
2000000,3438804
9000000,3440939
6000000,3456602
1000000,3465703
4000000,3468572
15000000,3471
5000000,3474221
4600000,3479302
44000000,3484523
6000000,3485383
300000,3496
4500000,3500000
2361000,3500000
15000000,3503761
200000,3527522
10000000,3541565
27000,3547
1000000,3553253
7500000,3559803
300000,3565259
300000,3571253
7000000,3571624
1000000,3575308
8000000,3582797
8000000,3587191
32000000,3588602
2700000,3589633
3380000,3604
13000000,3617277
2000000,3620902
10000000,3623609
40000,3632
200000,3648
3000000,3660880
1000000,3700
1200000,3700000
9000000,3703064
3000000,3705923
5000000,3707583
560000,3709
25000000,3711633
30000000,3721988
20000000,3727746
250000,3728400
6000000,3740030
25000000,3771345
840000,3787689
10000000,3793739
6400000,3804977
5000000,3807503
250000,3809226
25000000,3823620
500000,3824868
2500000,3838486
4000000,3858964
26700000,3871448
27000,3894240
3000000,3902679
5900000,3910861
17000000,3917679
9000000,3922043
15000000,3925769
12500000,3931367
250000,3934450
3500000,3988612
8250000,30028684
10000000,30050028
114000,30087064
30000000,30089110
15000000,30138912
10000000,30143795
20000000,30163785
40000000,30199105
40000000,30230402
20500000,30241435
15000000,30261293
28000000,30295028
8500000,30298347
35000000,30307804
70000,30312
60000000,30317425
17000000,30331165
5000000,30332385
1500000,30351664
7000000,30360570
60000000,30396134
20000000,30399714
3000000,30438635
14000000,30443277
20000000,30491379
1650000,30500000
18000000,30535660
25530000,30593313
26000000,30601801
75000000,30626690
14000000,30628981
8500000,30700192
20000000,30703845
10000000,30768449
25000000,30850666
15000000,30882822
31000000,30885781
20000000,30894247
930000,30905
2000000,30955
30000000,30962112
40000000,30963684
30000000,30982979
16000000,30987695
18000000,30997027
170000000,300150546
55000000,300200000
44000000,300400000
70000000,300854823
4000000,302204
110000000,302239672
175000000,302469017
45000000,302710615
90000000,303500000
92000000,304249198
1000000,304472
2000000,304602
125000000,304868961
20000000,305070
9500000,305149461
150000000,305270083
15000000,305384865
35000000,305705794
90000000,306011347
7000000,306715
30000000,306770545
145000000,306900902
12000000,307166834
40000000,307231874
55000000,307311093
70000000,308700000
500000,308793
18000000,309608
22000000,31013349
22500000,31054727
3400000,31063038
15000000,31070412
45000000,31077418
40000000,31124367
5000000,31149251
27500000,31157914
10000000,31164747
4000000,31166312
7400000,31187727
40000000,31192425
12000000,31222395
12000000,31286759
28000000,31320293
50000000,31333917
10700000,31341183
28000000,31390587
35000000,31393201
400000,31425
2700000,31517561
10000000,31556959
500000,31559560
13500000,31575635
58000000,31627370
16000000,31631
25000000,31635150
40000000,31670620
11000000,31672000
20000000,31678778
45000000,31681811
6000000,31716953
27000000,31770413
40000000,31835600
35000000,31878891
6500000,31899000
1500000,31916
16000000,31943401
150000000,310043823
70000000,310138178
40000000,310475892
61000000,310566162
100000000,310650574
80000000,310660018
350000,310891
12000000,310946
30000000,310985
85000000,311001124
74000000,311013181
85000000,311744465
100000000,311979256
170000000,312183437
35000000,312383487
20000000,312755215
4200000,313230
220000000,313477717
40000000,314101190
50000000,314111923
500000,314444
40000000,314709717
18000000,315000
85000000,315268353
190000000,315709697
15000000,316300000
70000000,316915264
78000000,317668058
20000000,317872975
79000000,318146162
15500000,318623
23000000,319543432
35000000,319700000
150000000,319713881
34000000,32014993
40000000,32030610
500000,32033
20000000,32051917
3300000,32059295
160000,32092
10000000,32100816
5000000,32144262
25000000,32223424
25000000,32224624
8500000,32302907
2500000,32327255
13000000,32382381
22500000,32398681
10000000,32430721
18500000,32531759
7500000,32572
10750000,32575443
19000000,32589493
20000000,32608019
19000000,32618920
3000000,32653000
24000000,32662299
12000000,32700439
18500000,32714818
35000000,32717063
25000000,32831707
20000000,32838945
12000000,32909437
150000,32927
11000000,32943247
45000000,32952995
30000000,32955399
4500000,32961
8600000,32968648
2600000,32980880
60000000,32983332
14000000,320100000
8600000,320349
3600000,320896
130000000,321887208
25000000,322197132
210000000,322459006
35000,322563
17500000,325491
100000000,325500000
40000000,325785782
27000000,325943
35000000,326073155
48000000,327656424
150000000,328015029
30000000,328125643
8800000,328203506
90000000,328325007
120000000,328711434
1300000,329621
160000000,329631958
10000000,33000000
28000000,33000377
29000000,33013805
13500000,33035736
13000000,33069303
70000000,33076815
15000000,33118854
7000000,33183642
26000000,33200000
24000000,33208099
10000000,33216217
30000000,33296659
3000000,33300000
300000,33312
30000000,33339868
2500000,33349941
3200000,33396740
5800000,33397477
35000000,33422485
35000000,33422806
12500000,33436931
65000000,33447612
68000000,33462011
80000000,33463969
500000,33473297
35000000,33500620
15000000,33508485
10000000,33512260
10000000,33526835
68000,33598
7500000,33606409
5000000,33649881
26000000,33667319
22000000,33762400
35000000,33771965
10000000,33886017
4200000,33913542
20000000,33943049
18500000,33954018
60000000,33956608
55000000,330425040
110000000,330780051
3000000,331000
13000000,331266710
100000000,331323410
50000000,331333876
40000000,331971881
5000000,332120
28000000,333080271
87500000,333132750
187500000,333771037
150000000,334486852
185000000,335802233
65000000,335802271
75000000,336069511
17000000,336151692
200000000,336359676
100000000,336529144
110000000,339504276
3500000,34004262
75000000,34009180
14000000,34044909
22000000,34061097
10000000,34084228
55000000,34105207
3250000,34114067
4000000,34145
13000000,34166572
4833610,34175000
10000000,34240572
26000000,34246770
8000000,34270285
7500000,34308515
19000000,34352162
25000000,34356760
10600000,34409206
40000000,34420595
6000000,34449356
20000000,34454336
35000000,34480045
15000000,34499204
15000000,34533783
2500000,34557416
15000000,34562222
9000000,34572780
20000000,34600000
16000000,34609720
6100000,34631405
50000000,34645374
45000000,34668249
600000,34698275
14000000,34700000
20000000,34718173
14000000,34729091
20000000,34787111
50000000,34806726
15000000,34820335
21000000,34836080
5000000,34872033
8000000,34873513
2777000,34949482
43000000,34983342
85000000,340384141
20000000,340800479
3800000,340930
75000000,342416460
42000,342722
75000000,342769200
125000000,343242613
80000000,343397247
8000000,343773
85000000,345033359
123000000,345141403
55000000,345922730
200000,346106
55000000,347100000
50000000,347132280
90000000,347425832
34000000,348319861
110000000,348547523
105000000,348629585
180000000,348902025
80000000,349088523
80000000,349464664
130000000,349558438
9000000,349618
15000000,35007180
23000000,35067665
10000000,35073978
15000000,35106706
7250000,35122948
76000000,35129610
2000000,35185884
40000000,35195939
2000000,35312
60000000,35319689
50000000,35380918
13000000,35402802
70000000,35417162
35000000,35426759
20000000,35450113
20000000,35472739
50000000,35481941
30000000,35579007
14000000,35579177
22000000,35609577
45000000,35627222
85000000,35681080
800000,35688
24000000,35792945
7000000,35795319
12000000,35830713
20000000,35841901
14000000,35856053
30000000,35869934
30000000,35891257
10000000,35950901
87000000,350100280
67500000,350976753
3000000,351416
70000000,351500000
18000000,351620129
40000000,351774938
73000000,352327887
130000000,352831065
170000000,353166307
5000000,353480
190000000,353640419
44000000,353715317
127000000,353756621
4000000,354704
1000000,354836
160000000,355408305
52000000,355612291
10000000,355919
127500000,356148063
15000000,356258047
60000000,356429941
15000000,356799634
33000000,357687
100000000,358279063
45000000,358500000
102000000,358824714
20000000,358994850
150000000,359142722
56000000,359295591
10000000,36000000
4000000,36000000
5000000,36008303
2500000,36028802
30000000,36040895
9000000,36049108
15000000,36068890
18000000,36133014
4400000,36145695
7000000,36146087
45500000,36180824
42000000,36197221
10000000,36230219
7500000,36238752
13000000,36262783
20000000,36265745
4000000,36275469
32000000,36299670
23000000,36374700
45000000,36404841
6000000,36497
17500000,36521223
9000000,36535837
9000000,36588512
5500000,36675932
25000000,36682170
2250000,36690067
17000000,36700000
20000000,36720752
30000000,36722311
1200000,36741667
75000000,36751979
4600000,36751984
20000000,36766293
9700000,36787044
6500000,36821789
25000000,36833473
60000000,36850101
24000000,36856306
21000000,36882378
7000000,36964656
10000000,360898
135000000,361730660
103000000,362000072
100000000,362211740
55000000,362605033
110000000,362989076
85000000,363064265
45000000,363095319
22000000,363391647
85000000,363664533
42000000,363718196
30000000,364543951
17000000,364607
100000000,365300000
200000000,365491792
93000000,365900000
90000000,366101666
55000000,366784257
132000000,366942531
205000000,367262558
20000000,367452079
500000,367582
150000000,368269061
61000000,368567189
22000000,369884651
18000000,37048526
35000000,37066129
8000000,37119358
25000000,37216643
20000000,37226218
2000000,37227
72000000,37306334
15000000,37336874
6200000,37339594
12000000,37400000
10000000,37402877
15000000,37466538
50000000,37472651
20000000,37537675
12000000,37565233
12000000,37584304
1000000,37600000
5000000,37648235
15000000,37659652
20000000,37672944
40000000,37750754
2700000,37799643
10000000,37800000
5900000,37831658
2160000,37865
47000000,37923818
39000000,37956589
178000000,370541256
140000000,370569776
800000,371647
75000000,371917043
55000000,371985018
1500000,372239
4000000,373375
300000,373615
130000000,373993951
65000000,374105123
90000000,374551021
90000000,374580405
150000000,374825760
5000000,374890034
20000000,375474
140000000,375740705
125000000,376000000
45000000,377807404
85000000,378505812
21000000,38017873
17000000,38028230
10000000,38067218
40000000,38087756
25000000,38112154
22700000,38119483
30000000,38122000
7000000,38158601
28000000,38159905
20000000,38164784
40000000,38172500
11000000,38190517
3000000,38236338
4000000,38251425
65000000,38253433
35200000,38283765
57000000,38329114
25000000,38351350
13000000,38358392
5000000,38359310
34000000,38361428
10000000,38364855
30000000,38462071
15000000,38512850
60000000,38522450
15000000,38535748
55000000,38564422
15000000,38574362
20000000,38585047
50000000,38590458
23000000,38684906
25000000,38718031
30000000,38747385
25000000,38749404
31500000,38771262
26000000,38788828
20000000,38801294
4000000,38899792
28000000,38959900
3300000,38969037
10000000,38985577
70000000,38992292
25000000,38993548
55000000,381398492
900000,381420
175000000,381687380
110000000,382288147
7000000,382946
170000000,383299915
175000000,383541369
14000000,383825427
165000000,384169424
4000000,384244
85000000,385000317
19000000,385524118
130000000,385997896
65000000,386116343
7000000,386744
140000000,386839614
6000000,387508097
2200000,388390
100000000,389918903
60000000,39006188
12000000,39012241
65000000,39017984
15000000,39100956
25000000,39126427
28000000,39134983
38000000,39178189
65000000,39194264
25000000,39217912
17000000,39233233
60000000,39235486
15000000,39238443
6000000,39241323
75000000,39251128
21000000,39319801
35000000,39340177
28000000,39358290
28000000,39360491
4300000,39374600
16500000,39380831
25000000,39393111
300000,39475
32000000,39498360
150000000,39549758
13300000,39686345
20000000,39686769
5000000,39723096
40000000,39753957
50000000,39778599
6000000,39849764
3000000,39852
11000000,39994347
50000000,390500000
3900000,390525192
500000,390803
232000000,391081192
10000000,391845
6000000,391942
75000000,393033064
275000000,393151347
2100000,399037
13000000,399198
150000000,399387745
4000000,399793
300000,399908
2000000,4000000
1644000,4000000
350000,4000000
3000000,4002884
3000000,4003363
1000000,4015686
36000000,4020990
15000000,4023741
12500000,4027663
25000000,4049527
25000000,4064333
22000000,4065020
24000000,4084232
18000000,4100000
2931000,4100000
3000000,4109095
3400000,4124277
1500000,4128828
500000,4134
3000000,4142507
7500000,4151836
4000000,4188034
9200000,4199334
6400000,4199874
18500000,4221341
4000000,4230426
11000000,4234355
7500000,4239767
450000,4243996
1200000,4254
5000000,4267808
8500000,4273372
14000000,4288246
14000000,4289993
2000000,4294373
600000,4300000
4000000,4301000
9000000,4313644
30000000,4315789
6000000,4316497
4000000,4327
9000000,4333569
24000000,4356126
32000000,4357406
379000,4358000
12500000,4360548
7000000,4372561
10000000,4376820
20000000,4383538
6000000,4398989
42000000,4408420
46000000,4408636
5000000,4414753
3000000,4417983
1600000,4420000
750000,4422318
20000000,4453327
4000000,4454853
27000000,4485485
4800000,4494560
3000000,4495262
35000000,4496583
20000000,4504111
4500000,4548505
28700000,4559569
10000000,4563080
3000000,4566662
5000000,4568257
1900000,4581937
9000,4584
1900000,4600000
8000000,4604656
12000000,4606284
3000000,4607064
250000,4613482
5000000,4620399
4000000,4630045
35000000,4651977
3000000,4655
10000000,4659110
3000000,4668109
23000000,4673377
68000,4678513
10000000,4690802
1250000,4700000
10000000,4708127
10000000,4710507
6000000,4713059
8000000,4714090
7000000,4720371
1700000,4727375
5400000,4728896
1000000,4731944
14000000,4741987
19000000,4750000
1400000,4787818
5250000,4801837
5000000,4815890
5000000,4816142
4000000,4854356
700000,4857731
5500000,4865000
30000000,4874498
4600000,4880143
12000000,4880941
700000,4911725
60000,4917
12000000,4922166
70000,4930
9000000,4934104
2500000,4934356
15000000,4956401
30000000,4967493
4750000,4972016
12000000,4984663
33000000,40013645
7500000,40016662
24000000,40020622
4000000,40103262
50000000,40119848
15000000,40127259
80000000,40147042
